sim_haploidn,tips,sim
18,C2208,122
18,CGA453,122
10,CGA501,122
18,C3121,122
19,Calparcri,122
12,Triowe,122
14,Trijoh,122
10,Trimel,122
12,Trihoe,122
14,Tribit,122
11,Trijac,122
11,Tricri,122
12,Triwie,122
18,Triqua,122
19,Kinboe,122
12,Kinfis,122
17,Kinxen,122
17,Chaafr,122
17,Chacha,122
13,Chacaly,122
18,Chazey,122
14,Chadil,122
18,Chasen,122
12,Chanam,122
16,Braset,122
18,Bramel,122
15,Bratha,122
18,Bradra,122
18,Bratra,122
18,Bragut,122
12,Braven,122
12,Brapum,122
18,Bradam,122
18,B3088,123
17,BGA709,123
18,BGA309,123
17,B11696,123
11,B11609,123
19,B985,123
10,B199,123
14,B11604,123
17,BGA89,123
18,BGAA2,123
18,BGA584,123
17,BGA304,123
12,BGAB1,123
12,PGA445,123
18,Rhaspe,123
18,Rhamar,123
11,Rhatem,123
12,FGA379,123
17,F3016,123
18,F1476,123
11,Furcep,123
17,Furpol,123
16,F2241,123
18,Furang,123
17,FGA490,123
18,FGA456,123
15,FGA516,123
18,F12278,123
18,Furant,123
16,FGA331,123
18,FGA465,123
18,FGA99,123
11,FGA15,123
18,FGA581,123
18,FGA104,123
12,FGA489,123
12,FGA174,123
12,FurbGB,123
19,CGA312,123
18,CGA642,123
18,CGA763,123
12,C601,123
11,CGA236,123
12,Calboe,123
11,C3125,123
18,CGA429,123
18,C985,123
14,CGA310,123
17,CGA382,123
14,CGA494,123
12,C12265,123
18,C404,123
12,Cl11778,123
15,CGA594,123
11,C3134,123
18,CGA311,123
17,CGA45,123
17,C3043,123
11,CGA368,123
18,CGA364,123
18,C2208,123
11,CGA453,123
17,CGA501,123
14,C3121,123
17,Calparcri,123
12,Triowe,123
18,Trijoh,123
14,Trimel,123
13,Trihoe,123
15,Tribit,123
18,Trijac,123
17,Tricri,123
18,Triwie,123
18,Triqua,123
12,Kinboe,123
18,Kinfis,123
12,Kinxen,123
15,Chaafr,123
18,Chacha,123
12,Chacaly,123
14,Chazey,123
12,Chadil,123
18,Chasen,123
18,Chanam,123
12,Braset,123
17,Bramel,123
18,Bratha,123
16,Bradra,123
12,Bratra,123
18,Bragut,123
10,Braven,123
18,Brapum,123
11,Bradam,123
18,B3088,124
18,BGA709,124
17,BGA309,124
18,B11696,124
18,B11609,124
18,B985,124
14,B199,124
18,B11604,124
11,BGA89,124
17,BGAA2,124
12,BGA584,124
14,BGA304,124
18,BGAB1,124
18,PGA445,124
11,Rhaspe,124
14,Rhamar,124
18,Rhatem,124
12,FGA379,124
11,F3016,124
11,F1476,124
10,Furcep,124
18,Furpol,124
18,F2241,124
18,Furang,124
12,FGA490,124
18,FGA456,124
18,FGA516,124
18,F12278,124
12,Furant,124
18,FGA331,124
17,FGA465,124
15,FGA99,124
12,FGA15,124
11,FGA581,124
13,FGA104,124
12,FGA489,124
12,FGA174,124
16,FurbGB,124
18,CGA312,124
17,CGA642,124
11,CGA763,124
14,C601,124
18,CGA236,124
12,Calboe,124
18,C3125,124
18,CGA429,124
18,C985,124
18,CGA310,124
17,CGA382,124
11,CGA494,124
15,C12265,124
15,C404,124
17,Cl11778,124
18,CGA594,124
12,C3134,124
17,CGA311,124
17,CGA45,124
18,C3043,124
19,CGA368,124
12,CGA364,124
18,C2208,124
12,CGA453,124
17,CGA501,124
17,C3121,124
11,Calparcri,124
10,Triowe,124
17,Trijoh,124
12,Trimel,124
12,Trihoe,124
18,Tribit,124
18,Trijac,124
12,Tricri,124
12,Triwie,124
18,Triqua,124
14,Kinboe,124
19,Kinfis,124
18,Kinxen,124
17,Chaafr,124
17,Chacha,124
18,Chacaly,124
16,Chazey,124
18,Chadil,124
14,Chasen,124
12,Chanam,124
11,Braset,124
18,Bramel,124
17,Bratha,124
11,Bradra,124
18,Bratra,124
16,Bragut,124
12,Braven,124
15,Brapum,124
18,Bradam,124
18,B3088,125
17,BGA709,125
12,BGA309,125
18,B11696,125
18,B11609,125
18,B985,125
12,B199,125
18,B11604,125
17,BGA89,125
14,BGAA2,125
17,BGA584,125
14,BGA304,125
17,BGAB1,125
16,PGA445,125
18,Rhaspe,125
12,Rhamar,125
11,Rhatem,125
12,FGA379,125
14,F3016,125
17,F1476,125
10,Furcep,125
17,Furpol,125
17,F2241,125
11,Furang,125
17,FGA490,125
12,FGA456,125
17,FGA516,125
12,F12278,125
18,Furant,125
12,FGA331,125
17,FGA465,125
18,FGA99,125
11,FGA15,125
18,FGA581,125
10,FGA104,125
18,FGA489,125
18,FGA174,125
12,FurbGB,125
18,CGA312,125
12,CGA642,125
14,CGA763,125
18,C601,125
19,CGA236,125
18,Calboe,125
11,C3125,125
17,CGA429,125
18,C985,125
11,CGA310,125
17,CGA382,125
18,CGA494,125
15,C12265,125
17,C404,125
17,Cl11778,125
18,CGA594,125
18,C3134,125
12,CGA311,125
12,CGA45,125
12,C3043,125
16,CGA368,125
18,CGA364,125
11,C2208,125
18,CGA453,125
15,CGA501,125
11,C3121,125
18,Calparcri,125
18,Triowe,125
18,Trijoh,125
19,Trimel,125
18,Trihoe,125
13,Tribit,125
18,Trijac,125
14,Tricri,125
12,Triwie,125
12,Triqua,125
18,Kinboe,125
11,Kinfis,125
18,Kinxen,125
18,Chaafr,125
12,Chacha,125
11,Chacaly,125
18,Chazey,125
18,Chadil,125
14,Chasen,125
18,Chanam,125
16,Braset,125
15,Bramel,125
12,Bratha,125
15,Bradra,125
18,Bratra,125
18,Bragut,125
18,Braven,125
11,Brapum,125
12,Bradam,125
18,B3088,126
18,BGA709,126
14,BGA309,126
12,B11696,126
12,B11609,126
18,B985,126
12,B199,126
18,B11604,126
19,BGA89,126
11,BGAA2,126
11,BGA584,126
18,BGA304,126
12,BGAB1,126
18,PGA445,126
18,Rhaspe,126
18,Rhamar,126
11,Rhatem,126
16,FGA379,126
18,F3016,126
14,F1476,126
17,Furcep,126
10,Furpol,126
12,F2241,126
11,Furang,126
12,FGA490,126
11,FGA456,126
19,FGA516,126
18,F12278,126
18,Furant,126
18,FGA331,126
12,FGA465,126
18,FGA99,126
17,FGA15,126
12,FGA581,126
13,FGA104,126
18,FGA489,126
11,FGA174,126
12,FurbGB,126
11,CGA312,126
17,CGA642,126
12,CGA763,126
17,C601,126
17,CGA236,126
18,Calboe,126
18,C3125,126
18,CGA429,126
18,C985,126
11,CGA310,126
11,CGA382,126
14,CGA494,126
18,C12265,126
15,C404,126
17,Cl11778,126
15,CGA594,126
12,C3134,126
18,CGA311,126
17,CGA45,126
17,C3043,126
11,CGA368,126
18,CGA364,126
15,C2208,126
12,CGA453,126
14,CGA501,126
12,C3121,126
17,Calparcri,126
14,Triowe,126
18,Trijoh,126
18,Trimel,126
18,Trihoe,126
12,Tribit,126
18,Trijac,126
12,Tricri,126
18,Triwie,126
14,Triqua,126
16,Kinboe,126
17,Kinfis,126
16,Kinxen,126
15,Chaafr,126
10,Chacha,126
12,Chacaly,126
17,Chazey,126
18,Chadil,126
18,Chasen,126
18,Chanam,126
18,Braset,126
17,Bramel,126
17,Bratha,126
17,Bradra,126
18,Bratra,126
18,Bragut,126
12,Braven,126
18,Brapum,126
18,Bradam,126
11,B3088,127
15,BGA709,127
12,BGA309,127
12,B11696,127
14,B11609,127
12,B985,127
18,B199,127
12,B11604,127
11,BGA89,127
11,BGAA2,127
18,BGA584,127
14,BGA304,127
17,BGAB1,127
18,PGA445,127
15,Rhaspe,127
12,Rhamar,127
18,Rhatem,127
17,FGA379,127
12,F3016,127
17,F1476,127
18,Furcep,127
18,Furpol,127
17,F2241,127
18,Furang,127
18,FGA490,127
14,FGA456,127
12,FGA516,127
18,F12278,127
18,Furant,127
17,FGA331,127
18,FGA465,127
12,FGA99,127
13,FGA15,127
17,FGA581,127
11,FGA104,127
17,FGA489,127
11,FGA174,127
12,FurbGB,127
18,CGA312,127
16,CGA642,127
17,CGA763,127
11,C601,127
12,CGA236,127
18,Calboe,127
18,C3125,127
17,CGA429,127
18,C985,127
18,CGA310,127
18,CGA382,127
14,CGA494,127
14,C12265,127
17,C404,127
18,Cl11778,127
15,CGA594,127
11,C3134,127
17,CGA311,127
15,CGA45,127
11,C3043,127
16,CGA368,127
18,CGA364,127
10,C2208,127
12,CGA453,127
17,CGA501,127
18,C3121,127
18,Calparcri,127
18,Triowe,127
12,Trijoh,127
18,Trimel,127
18,Trihoe,127
12,Tribit,127
12,Trijac,127
18,Tricri,127
18,Triwie,127
11,Triqua,127
12,Kinboe,127
14,Kinfis,127
17,Kinxen,127
18,Chaafr,127
18,Chacha,127
17,Chacaly,127
18,Chazey,127
16,Chadil,127
18,Chasen,127
18,Chanam,127
12,Braset,127
10,Bramel,127
18,Bratha,127
18,Bradra,127
18,Bratra,127
19,Bragut,127
12,Braven,127
11,Brapum,127
19,Bradam,127
12,B3088,128
12,BGA709,128
11,BGA309,128
11,B11696,128
18,B11609,128
17,B985,128
18,B199,128
18,B11604,128
18,BGA89,128
17,BGAA2,128
14,BGA584,128
18,BGA304,128
18,BGAB1,128
11,PGA445,128
17,Rhaspe,128
15,Rhamar,128
17,Rhatem,128
14,FGA379,128
18,F3016,128
18,F1476,128
12,Furcep,128
17,Furpol,128
17,F2241,128
12,Furang,128
15,FGA490,128
11,FGA456,128
11,FGA516,128
18,F12278,128
15,Furant,128
14,FGA331,128
18,FGA465,128
12,FGA99,128
18,FGA15,128
14,FGA581,128
18,FGA104,128
18,FGA489,128
18,FGA174,128
17,FurbGB,128
11,CGA312,128
12,CGA642,128
17,CGA763,128
17,C601,128
18,CGA236,128
12,Calboe,128
14,C3125,128
18,CGA429,128
12,C985,128
12,CGA310,128
18,CGA382,128
15,CGA494,128
18,C12265,128
18,C404,128
12,Cl11778,128
17,CGA594,128
10,C3134,128
17,CGA311,128
18,CGA45,128
12,C3043,128
11,CGA368,128
18,CGA364,128
13,C2208,128
14,CGA453,128
11,CGA501,128
18,C3121,128
18,Calparcri,128
10,Triowe,128
12,Trijoh,128
18,Trimel,128
16,Trihoe,128
16,Tribit,128
18,Trijac,128
16,Tricri,128
17,Triwie,128
18,Triqua,128
11,Kinboe,128
12,Kinfis,128
18,Kinxen,128
18,Chaafr,128
18,Chacha,128
18,Chacaly,128
12,Chazey,128
18,Chadil,128
11,Chasen,128
12,Chanam,128
17,Braset,128
18,Bramel,128
12,Bratha,128
12,Bradra,128
19,Bratra,128
18,Bragut,128
19,Braven,128
18,Brapum,128
17,Bradam,128
11,B3088,129
18,BGA709,129
14,BGA309,129
12,B11696,129
17,B11609,129
12,B985,129
12,B199,129
12,B11604,129
18,BGA89,129
18,BGAA2,129
18,BGA584,129
16,BGA304,129
18,BGAB1,129
18,PGA445,129
18,Rhaspe,129
18,Rhamar,129
18,Rhatem,129
18,FGA379,129
11,F3016,129
17,F1476,129
14,Furcep,129
12,Furpol,129
19,F2241,129
18,Furang,129
18,FGA490,129
15,FGA456,129
14,FGA516,129
11,F12278,129
18,Furant,129
12,FGA331,129
12,FGA465,129
18,FGA99,129
17,FGA15,129
12,FGA581,129
12,FGA104,129
11,FGA489,129
17,FGA174,129
17,FurbGB,129
18,CGA312,129
14,CGA642,129
17,CGA763,129
11,C601,129
12,CGA236,129
18,Calboe,129
17,C3125,129
18,CGA429,129
18,C985,129
15,CGA310,129
18,CGA382,129
18,CGA494,129
11,C12265,129
10,C404,129
17,Cl11778,129
16,CGA594,129
12,C3134,129
17,CGA311,129
18,CGA45,129
14,C3043,129
13,CGA368,129
18,CGA364,129
18,C2208,129
17,CGA453,129
12,CGA501,129
18,C3121,129
18,Calparcri,129
12,Triowe,129
12,Trijoh,129
11,Trimel,129
16,Trihoe,129
15,Tribit,129
18,Trijac,129
17,Tricri,129
17,Triwie,129
11,Triqua,129
18,Kinboe,129
15,Kinfis,129
18,Kinxen,129
14,Chaafr,129
11,Chacha,129
18,Chacaly,129
19,Chazey,129
18,Chadil,129
18,Chasen,129
17,Chanam,129
10,Braset,129
17,Bramel,129
18,Bratha,129
12,Bradra,129
12,Bratra,129
18,Bragut,129
18,Braven,129
12,Brapum,129
11,Bradam,129
18,B3088,130
12,BGA709,130
11,BGA309,130
18,B11696,130
12,B11609,130
15,B985,130
19,B199,130
18,B11604,130
18,BGA89,130
18,BGAA2,130
12,BGA584,130
17,BGA304,130
18,BGAB1,130
18,PGA445,130
18,Rhaspe,130
10,Rhamar,130
15,Rhatem,130
17,FGA379,130
18,F3016,130
16,F1476,130
18,Furcep,130
18,Furpol,130
18,F2241,130
17,Furang,130
11,FGA490,130
18,FGA456,130
16,FGA516,130
18,F12278,130
18,Furant,130
12,FGA331,130
17,FGA465,130
14,FGA99,130
18,FGA15,130
18,FGA581,130
17,FGA104,130
10,FGA489,130
16,FGA174,130
17,FurbGB,130
17,CGA312,130
18,CGA642,130
14,CGA763,130
18,C601,130
17,CGA236,130
11,Calboe,130
18,C3125,130
12,CGA429,130
14,C985,130
18,CGA310,130
12,CGA382,130
14,CGA494,130
12,C12265,130
18,C404,130
17,Cl11778,130
11,CGA594,130
19,C3134,130
12,CGA311,130
12,CGA45,130
11,C3043,130
17,CGA368,130
18,CGA364,130
11,C2208,130
18,CGA453,130
12,CGA501,130
14,C3121,130
18,Calparcri,130
11,Triowe,130
15,Trijoh,130
18,Trimel,130
12,Trihoe,130
11,Tribit,130
15,Trijac,130
13,Tricri,130
17,Triwie,130
12,Triqua,130
11,Kinboe,130
18,Kinfis,130
17,Kinxen,130
12,Chaafr,130
12,Chacha,130
11,Chacaly,130
14,Chazey,130
18,Chadil,130
18,Chasen,130
18,Chanam,130
17,Braset,130
12,Bramel,130
17,Bratha,130
18,Bradra,130
12,Bratra,130
18,Bragut,130
12,Braven,130
18,Brapum,130
18,Bradam,130
14,B3088,131
16,BGA709,131
12,BGA309,131
11,B11696,131
18,B11609,131
15,B985,131
11,B199,131
17,B11604,131
18,BGA89,131
10,BGAA2,131
12,BGA584,131
12,BGA304,131
18,BGAB1,131
14,PGA445,131
17,Rhaspe,131
11,Rhamar,131
10,Rhatem,131
18,FGA379,131
18,F3016,131
18,F1476,131
11,Furcep,131
17,Furpol,131
18,F2241,131
19,Furang,131
18,FGA490,131
18,FGA456,131
12,FGA516,131
18,F12278,131
12,Furant,131
18,FGA331,131
17,FGA465,131
11,FGA99,131
12,FGA15,131
18,FGA581,131
12,FGA104,131
16,FGA489,131
12,FGA174,131
11,FurbGB,131
18,CGA312,131
11,CGA642,131
18,CGA763,131
18,C601,131
19,CGA236,131
18,Calboe,131
15,C3125,131
17,CGA429,131
11,C985,131
18,CGA310,131
18,CGA382,131
18,CGA494,131
11,C12265,131
18,C404,131
12,Cl11778,131
14,CGA594,131
18,C3134,131
12,CGA311,131
14,CGA45,131
13,C3043,131
12,CGA368,131
18,CGA364,131
17,C2208,131
18,CGA453,131
17,CGA501,131
18,C3121,131
18,Calparcri,131
17,Triowe,131
17,Trijoh,131
12,Trimel,131
12,Trihoe,131
18,Tribit,131
18,Trijac,131
14,Tricri,131
14,Triwie,131
18,Triqua,131
17,Kinboe,131
18,Kinfis,131
18,Kinxen,131
17,Chaafr,131
12,Chacha,131
15,Chacaly,131
16,Chazey,131
18,Chadil,131
17,Chasen,131
17,Chanam,131
12,Braset,131
12,Bramel,131
17,Bratha,131
18,Bradra,131
11,Bratra,131
18,Bragut,131
18,Braven,131
15,Brapum,131
12,Bradam,131
18,B3088,132
12,BGA709,132
15,BGA309,132
18,B11696,132
18,B11609,132
14,B985,132
11,B199,132
18,B11604,132
12,BGA89,132
17,BGAA2,132
18,BGA584,132
11,BGA304,132
12,BGAB1,132
18,PGA445,132
17,Rhaspe,132
14,Rhamar,132
17,Rhatem,132
18,FGA379,132
18,F3016,132
11,F1476,132
12,Furcep,132
15,Furpol,132
11,F2241,132
14,Furang,132
18,FGA490,132
19,FGA456,132
18,FGA516,132
17,F12278,132
11,Furant,132
12,FGA331,132
17,FGA465,132
18,FGA99,132
18,FGA15,132
12,FGA581,132
18,FGA104,132
18,FGA489,132
12,FGA174,132
18,FurbGB,132
11,CGA312,132
17,CGA642,132
15,CGA763,132
12,C601,132
18,CGA236,132
12,Calboe,132
18,C3125,132
18,CGA429,132
12,C985,132
19,CGA310,132
17,CGA382,132
16,CGA494,132
12,C12265,132
18,C404,132
18,Cl11778,132
17,CGA594,132
18,C3134,132
17,CGA311,132
14,CGA45,132
10,C3043,132
12,CGA368,132
18,CGA364,132
18,C2208,132
18,CGA453,132
18,CGA501,132
18,C3121,132
18,Calparcri,132
17,Triowe,132
12,Trijoh,132
17,Trimel,132
11,Trihoe,132
18,Tribit,132
12,Trijac,132
18,Tricri,132
13,Triwie,132
18,Triqua,132
17,Kinboe,132
11,Kinfis,132
14,Kinxen,132
11,Chaafr,132
18,Chacha,132
18,Chacaly,132
10,Chazey,132
12,Chadil,132
16,Chasen,132
17,Chanam,132
14,Braset,132
15,Bramel,132
18,Bratha,132
12,Bradra,132
18,Bratra,132
12,Bragut,132
16,Braven,132
11,Brapum,132
17,Bradam,132
18,B3088,133
16,BGA709,133
16,BGA309,133
11,B11696,133
12,B11609,133
18,B985,133
12,B199,133
14,B11604,133
17,BGA89,133
12,BGAA2,133
17,BGA584,133
15,BGA304,133
18,BGAB1,133
17,PGA445,133
14,Rhaspe,133
18,Rhamar,133
12,Rhatem,133
18,FGA379,133
17,F3016,133
18,F1476,133
14,Furcep,133
18,Furpol,133
17,F2241,133
18,Furang,133
17,FGA490,133
18,FGA456,133
14,FGA516,133
11,F12278,133
11,Furant,133
11,FGA331,133
15,FGA465,133
17,FGA99,133
18,FGA15,133
18,FGA581,133
18,FGA104,133
17,FGA489,133
18,FGA174,133
18,FurbGB,133
11,CGA312,133
14,CGA642,133
10,CGA763,133
17,C601,133
18,CGA236,133
12,Calboe,133
18,C3125,133
17,CGA429,133
18,C985,133
18,CGA310,133
18,CGA382,133
18,CGA494,133
18,C12265,133
18,C404,133
10,Cl11778,133
18,CGA594,133
15,C3134,133
15,CGA311,133
18,CGA45,133
17,C3043,133
12,CGA368,133
12,CGA364,133
11,C2208,133
18,CGA453,133
18,CGA501,133
19,C3121,133
12,Calparcri,133
18,Triowe,133
12,Trijoh,133
19,Trimel,133
18,Trihoe,133
12,Tribit,133
17,Trijac,133
18,Tricri,133
17,Triwie,133
13,Triqua,133
18,Kinboe,133
18,Kinfis,133
12,Kinxen,133
18,Chaafr,133
14,Chacha,133
11,Chacaly,133
16,Chazey,133
12,Chadil,133
12,Chasen,133
12,Chanam,133
11,Braset,133
12,Bramel,133
12,Bratha,133
17,Bradra,133
18,Bratra,133
18,Bragut,133
11,Braven,133
12,Brapum,133
11,Bradam,133
18,B3088,134
14,BGA709,134
18,BGA309,134
11,B11696,134
14,B11609,134
18,B985,134
14,B199,134
11,B11604,134
11,BGA89,134
17,BGAA2,134
15,BGA584,134
17,BGA304,134
18,BGAB1,134
11,PGA445,134
18,Rhaspe,134
17,Rhamar,134
12,Rhatem,134
18,FGA379,134
18,F3016,134
12,F1476,134
18,Furcep,134
18,Furpol,134
17,F2241,134
12,Furang,134
12,FGA490,134
12,FGA456,134
12,FGA516,134
18,F12278,134
15,Furant,134
12,FGA331,134
18,FGA465,134
18,FGA99,134
18,FGA15,134
12,FGA581,134
18,FGA104,134
11,FGA489,134
12,FGA174,134
10,FurbGB,134
18,CGA312,134
15,CGA642,134
10,CGA763,134
17,C601,134
18,CGA236,134
17,Calboe,134
18,C3125,134
16,CGA429,134
15,C985,134
14,CGA310,134
18,CGA382,134
17,CGA494,134
18,C12265,134
18,C404,134
18,Cl11778,134
11,CGA594,134
12,C3134,134
12,CGA311,134
19,CGA45,134
16,C3043,134
18,CGA368,134
17,CGA364,134
13,C2208,134
12,CGA453,134
11,CGA501,134
17,C3121,134
18,Calparcri,134
17,Triowe,134
18,Trijoh,134
19,Trimel,134
12,Trihoe,134
14,Tribit,134
14,Trijac,134
18,Tricri,134
18,Triwie,134
12,Triqua,134
18,Kinboe,134
18,Kinfis,134
11,Kinxen,134
17,Chaafr,134
18,Chacha,134
18,Chacaly,134
11,Chazey,134
11,Chadil,134
16,Chasen,134
18,Chanam,134
18,Braset,134
12,Bramel,134
12,Bratha,134
12,Bradra,134
18,Bratra,134
18,Bragut,134
17,Braven,134
17,Brapum,134
17,Bradam,134
12,B3088,135
12,BGA709,135
18,BGA309,135
10,B11696,135
13,B11609,135
18,B985,135
18,B199,135
12,B11604,135
18,BGA89,135
15,BGAA2,135
11,BGA584,135
12,BGA304,135
11,BGAB1,135
15,PGA445,135
14,Rhaspe,135
18,Rhamar,135
15,Rhatem,135
19,FGA379,135
19,F3016,135
11,F1476,135
11,Furcep,135
17,Furpol,135
17,F2241,135
12,Furang,135
17,FGA490,135
18,FGA456,135
12,FGA516,135
18,F12278,135
14,Furant,135
18,FGA331,135
12,FGA465,135
12,FGA99,135
18,FGA15,135
17,FGA581,135
18,FGA104,135
18,FGA489,135
11,FGA174,135
12,FurbGB,135
11,CGA312,135
17,CGA642,135
12,CGA763,135
17,C601,135
17,CGA236,135
16,Calboe,135
12,C3125,135
18,CGA429,135
18,C985,135
14,CGA310,135
17,CGA382,135
11,CGA494,135
11,C12265,135
12,C404,135
18,Cl11778,135
18,CGA594,135
17,C3134,135
18,CGA311,135
18,CGA45,135
16,C3043,135
12,CGA368,135
18,CGA364,135
18,C2208,135
18,CGA453,135
18,CGA501,135
17,C3121,135
18,Calparcri,135
18,Triowe,135
12,Trijoh,135
12,Trimel,135
18,Trihoe,135
10,Tribit,135
18,Trijac,135
14,Tricri,135
18,Triwie,135
17,Triqua,135
14,Kinboe,135
18,Kinfis,135
18,Kinxen,135
18,Chaafr,135
17,Chacha,135
12,Chacaly,135
11,Chazey,135
16,Chadil,135
18,Chasen,135
18,Chanam,135
15,Braset,135
17,Bramel,135
14,Bratha,135
17,Bradra,135
18,Bratra,135
18,Bragut,135
12,Braven,135
18,Brapum,135
11,Bradam,135
12,B3088,136
18,BGA709,136
14,BGA309,136
17,B11696,136
17,B11609,136
17,B985,136
14,B199,136
12,B11604,136
15,BGA89,136
12,BGAA2,136
19,BGA584,136
18,BGA304,136
11,BGAB1,136
12,PGA445,136
18,Rhaspe,136
12,Rhamar,136
19,Rhatem,136
17,FGA379,136
18,F3016,136
18,F1476,136
14,Furcep,136
18,Furpol,136
14,F2241,136
12,Furang,136
18,FGA490,136
18,FGA456,136
18,FGA516,136
16,F12278,136
18,Furant,136
18,FGA331,136
17,FGA465,136
12,FGA99,136
18,FGA15,136
17,FGA581,136
12,FGA104,136
17,FGA489,136
12,FGA174,136
18,FurbGB,136
18,CGA312,136
11,CGA642,136
12,CGA763,136
11,C601,136
18,CGA236,136
18,Calboe,136
11,C3125,136
12,CGA429,136
11,C985,136
14,CGA310,136
15,CGA382,136
11,CGA494,136
17,C12265,136
18,C404,136
17,Cl11778,136
18,CGA594,136
17,C3134,136
11,CGA311,136
18,CGA45,136
12,C3043,136
18,CGA368,136
10,CGA364,136
10,C2208,136
18,CGA453,136
18,CGA501,136
18,C3121,136
12,Calparcri,136
15,Triowe,136
18,Trijoh,136
15,Trimel,136
12,Trihoe,136
18,Tribit,136
18,Trijac,136
17,Tricri,136
18,Triwie,136
18,Triqua,136
13,Kinboe,136
18,Kinfis,136
17,Kinxen,136
18,Chaafr,136
18,Chacha,136
12,Chacaly,136
11,Chazey,136
14,Chadil,136
11,Chasen,136
12,Chanam,136
16,Braset,136
12,Bramel,136
18,Bratha,136
18,Bradra,136
18,Bratra,136
17,Bragut,136
11,Braven,136
17,Brapum,136
16,Bradam,136
17,B3088,137
17,BGA709,137
18,BGA309,137
12,B11696,137
18,B11609,137
12,B985,137
18,B199,137
16,B11604,137
18,BGA89,137
12,BGAA2,137
12,BGA584,137
18,BGA304,137
18,BGAB1,137
12,PGA445,137
18,Rhaspe,137
18,Rhamar,137
12,Rhatem,137
12,FGA379,137
18,F3016,137
18,F1476,137
18,Furcep,137
19,Furpol,137
12,F2241,137
18,Furang,137
17,FGA490,137
18,FGA456,137
12,FGA516,137
18,F12278,137
11,Furant,137
17,FGA331,137
18,FGA465,137
17,FGA99,137
11,FGA15,137
18,FGA581,137
14,FGA104,137
16,FGA489,137
18,FGA174,137
10,FurbGB,137
18,CGA312,137
18,CGA642,137
12,CGA763,137
14,C601,137
15,CGA236,137
17,Calboe,137
12,C3125,137
16,CGA429,137
11,C985,137
15,CGA310,137
18,CGA382,137
18,CGA494,137
11,C12265,137
13,C404,137
18,Cl11778,137
18,CGA594,137
12,C3134,137
17,CGA311,137
14,CGA45,137
19,C3043,137
11,CGA368,137
11,CGA364,137
17,C2208,137
14,CGA453,137
14,CGA501,137
18,C3121,137
18,Calparcri,137
12,Triowe,137
10,Trijoh,137
12,Trimel,137
17,Trihoe,137
18,Tribit,137
17,Trijac,137
17,Tricri,137
18,Triwie,137
18,Triqua,137
11,Kinboe,137
11,Kinfis,137
12,Kinxen,137
15,Chaafr,137
12,Chacha,137
11,Chacaly,137
11,Chazey,137
18,Chadil,137
18,Chasen,137
14,Chanam,137
17,Braset,137
17,Bramel,137
18,Bratha,137
17,Bradra,137
18,Bratra,137
18,Bragut,137
12,Braven,137
18,Brapum,137
15,Bradam,137
17,B3088,138
11,BGA709,138
18,BGA309,138
17,B11696,138
18,B11609,138
12,B985,138
18,B199,138
14,B11604,138
15,BGA89,138
12,BGAA2,138
13,BGA584,138
17,BGA304,138
16,BGAB1,138
12,PGA445,138
17,Rhaspe,138
18,Rhamar,138
12,Rhatem,138
11,FGA379,138
17,F3016,138
15,F1476,138
17,Furcep,138
18,Furpol,138
18,F2241,138
18,Furang,138
18,FGA490,138
18,FGA456,138
10,FGA516,138
18,F12278,138
12,Furant,138
14,FGA331,138
18,FGA465,138
18,FGA99,138
12,FGA15,138
18,FGA581,138
18,FGA104,138
14,FGA489,138
18,FGA174,138
18,FurbGB,138
12,CGA312,138
11,CGA642,138
19,CGA763,138
17,C601,138
15,CGA236,138
18,Calboe,138
17,C3125,138
12,CGA429,138
12,C985,138
11,CGA310,138
17,CGA382,138
17,CGA494,138
18,C12265,138
17,C404,138
18,Cl11778,138
18,CGA594,138
11,C3134,138
16,CGA311,138
17,CGA45,138
14,C3043,138
19,CGA368,138
18,CGA364,138
18,C2208,138
15,CGA453,138
18,CGA501,138
17,C3121,138
11,Calparcri,138
18,Triowe,138
14,Trijoh,138
18,Trimel,138
12,Trihoe,138
12,Tribit,138
18,Trijac,138
18,Tricri,138
11,Triwie,138
12,Triqua,138
12,Kinboe,138
11,Kinfis,138
18,Kinxen,138
18,Chaafr,138
14,Chacha,138
18,Chacaly,138
18,Chazey,138
11,Chadil,138
18,Chasen,138
12,Chanam,138
12,Braset,138
11,Bramel,138
17,Bratha,138
16,Bradra,138
18,Bratra,138
10,Bragut,138
18,Braven,138
12,Brapum,138
12,Bradam,138
11,B3088,139
10,BGA709,139
14,BGA309,139
17,B11696,139
12,B11609,139
17,B985,139
18,B199,139
16,B11604,139
16,BGA89,139
17,BGAA2,139
18,BGA584,139
15,BGA304,139
19,BGAB1,139
18,PGA445,139
18,Rhaspe,139
18,Rhamar,139
18,Rhatem,139
17,FGA379,139
17,F3016,139
12,F1476,139
18,Furcep,139
18,Furpol,139
12,F2241,139
18,Furang,139
18,FGA490,139
18,FGA456,139
12,FGA516,139
17,F12278,139
12,Furant,139
19,FGA331,139
17,FGA465,139
18,FGA99,139
11,FGA15,139
16,FGA581,139
18,FGA104,139
17,FGA489,139
12,FGA174,139
14,FurbGB,139
18,CGA312,139
13,CGA642,139
12,CGA763,139
18,C601,139
12,CGA236,139
11,Calboe,139
18,C3125,139
12,CGA429,139
12,C985,139
17,CGA310,139
12,CGA382,139
18,CGA494,139
12,C12265,139
18,C404,139
18,Cl11778,139
18,CGA594,139
11,C3134,139
